lon,lat,lzprod,szprod,dfbot,photic,depth,Tb,Tm,Tp
42.5,-24.5,3.478040652,18.96061166,5.97333326,220.4287632,3578.594789,1.22,6.089095238,23.98595
42.5,-23.5,3.499017176,17.99230676,6.14516837,219.6898181,3026.812214,1.712,6.169809524,24.36665
42.5,-22.5,3.7834637,17.51783209,6.94831712,226.1642202,2453.352553,2.08,6.325857143,24.7423
42.5,-21.5,3.829252896,15.99298921,6.16052468,228.4523148,2369.069431,2.162,6.43452381,25.1387
42.5,-20.5,4.287444811,15.21285388,6.13025773,224.2414948,2099.171231,2.068,6.429904762,25.35515
42.5,-19.5,5.352884946,15.55479117,6.20185623,223.3938568,2107.041567,2.467,6.468095238,25.6044
42.5,-18.5,6.095556222,16.10937484,6.36828747,221.503883,2104.008018,2.546,6.509,25.8367
42.5,-17.5,6.22561084,15.78551455,6.86570372,224.8413157,1858.702007,2.511,6.540952381,26.05575
42.5,-16.5,5.660645515,14.73913033,7.39433744,181.0161017,2298.555372,2.252,6.556714286,26.22095
42.5,-15.5,5.86161928,14.72729236,5.86737746,228.1850458,3045.598689,1.738,6.514952381,26.3775
42.5,-14.5,6.671670535,15.39902824,6.00921975,232.8102558,3119.868885,1.696,6.475619048,26.52505
42.5,-13.5,7.716238726,16.64310763,6.35009888,231.5874197,3238.946514,1.544,6.441285714,26.6321
42.5,-12.5,8.790066848,18.36601691,7.13499282,232.5015579,3234.717891,1.51,6.397,26.63165
42.5,-11.5,9.825237135,20.03453075,8.57722685,230.8492281,2840.701353,1.827,6.341333333,26.5062
42.5,-10.5,18.11618264,27.78011649,9.6502413,229.7380298,2898.573748,1.873,6.284571429,26.28965
42.5,-9.5,29.04996933,35.3149684,9.98946086,228.3317748,3253.680091,1.847,6.287571429,26.0507
42.5,-8.5,35.08102945,39.23443065,10.19152848,224.7994851,3589.326077,1.431,6.326380952,25.8481
42.5,-7.5,34.97850852,44.38911748,10.48793184,222.7575556,3635.188687,1.415,6.392809524,25.7323
42.5,-6.5,38.99782418,50.47367398,11.41216863,218.1617562,3604.727605,1.431,6.490904762,25.71495
42.5,-5.5,39.47409817,54.68167459,11.85275921,214.7720652,3638.627117,1.474,6.603809524,25.7982
42.5,-4.5,38.29746968,58.57327705,12.43014933,193.0974941,3582.879136,1.471,6.720142857,25.92965
42.5,-3.5,39.58168326,59.8119067,13.52191166,197.7946049,3439.975974,1.706,6.836904762,26.0357
42.5,-2.5,39.93919313,54.54369403,14.44646641,193.4916434,3129.061323,1.771,6.948333333,26.06325
42.5,-1.5,35.34410791,48.65221979,20.10961212,184.5375314,2254.394052,4.077,7.064619048,26.12395
42.5,14.5,154.678351,148.2069996,457.927561,116.1285141,147.699838,24.309,NA,27.93057143
42.5,15.5,140.777646,111.4200938,444.664275,127.0075011,70.24147821,28.619,NA,29.13566667
42.5,16.5,93.56934202,63.87912079,314.7402786,107.6089619,40.4673996,29.513,NA,29.7166
42.5,67.5,28.91134912,25.05149046,183.2666823,100.055944,48.21141951,3.035,NA,3.086090909
42.5,68.5,29.24704946,29.10403922,216.5769783,98.57396725,53.59822477,2.519,NA,3.140923077
42.5,69.5,25.79914481,34.13029757,270.9763547,118.3360694,86.41788533,2.738,NA,3.09465
42.5,70.5,26.74947507,35.80667219,283.5332979,120.9077109,77.38889578,2.533,NA,3.0808
42.5,71.5,19.34994396,36.27843844,176.3653996,141.7085387,209.798353,0.224,NA,2.9707
42.5,72.5,16.30752731,33.96580238,116.2603241,127.0939739,281.7119768,0.048,NA,2.7264
42.5,73.5,12.83606629,27.08878964,73.91398492,129.0127957,326.1236665,0.35,NA,2.32785
42.5,74.5,11.26169086,26.00101533,98.94083625,124.0103725,243.0320183,0.264,NA,1.78975
42.5,75.5,11.45946592,23.10640943,73.54537214,142.3711654,289.2154,0.224,NA,1.1662
42.5,76.5,8.537353788,18.67992903,76.90675897,127.800842,243.3999106,0.518,NA,0.557
42.5,77.5,6.783995813,15.426193,69.49784382,125.1279069,237.8883096,0.388,NA,0.03015
42.5,78.5,6.179446393,15.30619974,62.48028186,189.0403028,255.3155851,0.455,NA,-0.36125
42.5,79.5,5.304805881,14.97638671,44.21753625,235.1114321,320.5266381,-0.02,NA,-0.5872
42.5,80.5,4.645832165,13.76164534,31.55939234,220.8666292,384.2487417,0.753,NA,-0.7994
42.5,81.5,4.474861813,13.74577512,27.16148956,261.7844057,407.0508519,1.191,NA,-0.91675
42.5,82.5,1.863305092,6.815460619,7.45658037,446.5783258,1921.370726,-0.809,0.063857143,-1.044
43.5,-67.5,14.95614368,37.66785767,77.83745803,281.03811,1103.171764,0.191,0.216833333,-1.17225
43.5,-66.5,1.788348719,8.772253228,3.9626224,262.009772,2860.903813,-0.217,0.34752381,-1.30545
43.5,-65.5,0.592381653,5.709196038,1.94785387,283.4334106,3734.315428,-0.314,0.529619048,-1.2508
43.5,-64.5,0.589428289,6.748157896,1.7774907,313.3152145,4409.335436,-0.332,0.708761905,-1.1321
43.5,-63.5,0.892409421,6.875272605,1.68347121,332.0887071,4825.160265,-0.287,0.881095238,-1.0518
43.5,-62.5,1.252801236,7.307203679,1.71807543,341.7268821,5017.956643,-0.263,1.029190476,-0.98955
43.5,-61.5,1.587146309,8.193593033,1.71964433,301.8522738,5270.902881,-0.317,1.151571429,-0.8735
43.5,-60.5,1.734700185,8.394357328,1.72545678,275.7755397,5342.067261,-0.304,1.244238095,-0.69875
43.5,-59.5,1.907298552,8.778955541,1.733085,279.888393,5395.781233,-0.302,1.310428571,-0.46705
43.5,-58.5,2.135090543,9.332584482,1.77465599,271.1275701,5348.440173,-0.227,1.357190476,-0.2114
43.5,-57.5,2.185034194,9.567356591,1.82481494,251.4522856,5274.040211,-0.259,1.401285714,0.0508
43.5,-56.5,2.394298765,10.58182683,2.07967458,253.5226561,4947.788129,-0.239,1.462238095,0.32795
43.5,-55.5,3.071898408,13.21411332,2.68100447,234.770223,4495.660761,-0.089,1.551047619,0.63955
43.5,-54.5,4.187960467,17.09548073,3.70862972,233.624105,3775.02046,-0.187,1.664809524,0.99805
43.5,-53.5,4.854543284,18.65375306,5.84377634,212.4202453,2854.086868,-0.052,1.793142857,1.40445
43.5,-52.5,6.612256763,32.5464548,19.79107724,215.3438799,2006.193902,0.498,1.928666667,1.86145
43.5,-51.5,6.952952457,24.89567034,5.7514493,216.0027716,3061.365408,0.196,2.071666667,2.3808
43.5,-50.5,7.051461597,21.67592795,3.974103,205.8892533,4143.446664,-0.111,2.222047619,2.96935
43.5,-49.5,8.162482548,22.69611157,4.07499763,207.2885759,4255.791501,0.045,2.372190476,3.613
43.5,-48.5,8.767553769,24.49506749,4.22676843,205.1397587,4263.083527,0.136,2.507857143,4.2791
43.5,-47.5,9.91579099,28.02963852,5.87109217,196.9577097,3468.654565,0.419,2.614761905,4.9255
43.5,-46.5,18.77519845,43.97950462,8.97366421,198.3832295,2960.66981,1.296,2.688619048,5.54135
43.5,-45.5,20.44242767,50.1246659,12.76689743,199.4235554,1951.624259,2.236,2.75447619,6.206
43.5,-44.5,24.34127164,47.02861748,11.58387677,193.2084971,2205.003216,2.09,2.879047619,7.1147
43.5,-43.5,27.01403146,46.38436219,9.82441824,196.2039582,2885.01386,1.859,3.15847619,8.47965
43.5,-42.5,34.83773331,53.04278004,10.75144165,170.9435961,3150.819749,1.929,3.67747619,10.3682
43.5,-41.5,40.91898285,60.56024592,13.37106768,166.9213703,2648.427389,2.464,4.461428571,12.5947
43.5,-40.5,39.94618921,62.09754405,13.74168087,171.711046,2594.526379,2.336,5.428,14.78155
43.5,-39.5,32.68796909,56.01724565,12.51004749,181.7122196,2739.732912,2.346,6.391809524,16.54455
43.5,-38.5,26.74335166,47.88495278,11.40591768,190.1136105,2647.206655,2.191,7.147761905,17.68415
43.5,-37.5,23.99996656,47.97981357,10.37604234,198.8842999,3004.951971,2.134,7.583428571,18.2538
43.5,-36.5,24.04402489,48.34804978,9.64198335,203.9777023,3469.225242,0.993,7.729952381,18.48735
43.5,-35.5,25.10462823,49.54827876,9.53092629,211.3367968,3295.112255,0.804,7.704571429,18.6356
43.5,-34.5,22.72049034,52.23656922,10.34401084,216.8362713,2459.803435,2.178,7.609761905,18.84755
43.5,-33.5,19.03155217,42.63819214,14.95872511,214.7019911,1769.861776,2.284,7.498904762,19.18175
43.5,-32.5,14.68831711,33.61155927,10.02577285,226.7819363,1497.465527,2.772,7.33947619,19.6569
43.5,-31.5,9.450393972,27.33697087,7.23230569,227.360475,1973.604528,2.568,7.256904762,20.2896
43.5,-30.5,5.91536383,21.91837465,6.47774461,230.7561934,2361.079711,1.207,7.174428571,21.06145
43.5,-29.5,4.226834192,19.26540007,5.89369844,223.8890631,3287.959517,1.185,7.066,21.88845
43.5,-28.5,3.405700286,18.75858209,5.59117385,223.0548838,3940.549876,0.747,6.902285714,22.64435
43.5,-27.5,3.34751421,19.97886397,5.70327521,213.84911,4059.394804,0.883,6.662761905,23.2368
43.5,-26.5,3.602051178,21.47603833,6.07595237,206.574613,3723.002671,0.758,6.330333333,23.61905
43.5,-25.5,3.510445526,20.80988998,6.73990585,211.3492092,3335.766512,0.654,5.804952381,23.5882
43.5,-24.5,3.658283071,22.02188559,21.2747153,213.2997321,2628.582567,1.274,5.788142857,23.9345
43.5,-23.5,4.291138545,24.63245579,28.2256849,214.5236228,1697.464833,2.9,5.970428571,24.4394
43.5,-20.5,4.330840342,18.05327301,21.22629716,212.0802052,1011.930036,3.954,6.45315,25.41745
43.5,-19.5,4.633564056,17.91086347,19.49713999,222.9106534,1263.758621,2.607,6.408428571,25.71855
43.5,-18.5,4.554698222,18.41013847,34.10545607,219.5508549,987.3102624,2.773,6.47,25.95645
43.5,-17.5,3.462575762,14.34227894,50.51500754,213.5181287,326.9629433,2.992,NA,26.239
43.5,-16.5,3.863153164,14.91539776,40.44353294,215.2736039,727.1849365,5.616,7.5065,26.3762
43.5,-15.5,4.818576475,14.38130793,6.29050822,216.3533207,3010.130427,1.622,6.493666667,26.46995
43.5,-14.5,5.877258257,14.55943351,5.67000603,229.9686497,3400.408518,1.506,6.465190476,26.55385
43.5,-13.5,7.294377958,16.19150777,6.06220061,232.8322082,3509.440144,1.543,6.428666667,26.60115
43.5,-12.5,8.318402124,17.57484509,11.41054854,224.1919218,2678.739417,1.574,6.379666667,26.5605
43.5,-11.5,10.44716013,20.66715106,16.31287224,232.2345509,2241.077286,2.062,6.32252381,26.40695
43.5,-10.5,18.24874439,28.47158728,9.52096213,232.2334781,3346.56207,1.601,6.275666667,26.161
43.5,-9.5,29.87130003,38.03084809,10.05106378,226.1290928,3658.813896,1.39,6.26852381,25.8858
43.5,-8.5,37.25356075,43.09693782,10.35264756,224.2718372,3882.274934,1.376,6.304047619,25.65685
43.5,-7.5,38.89435346,48.95865072,10.51347614,222.9977569,4016.536208,1.373,6.375333333,25.53655
43.5,-6.5,42.48785377,56.57138971,11.38987556,220.265107,4061.156636,1.333,6.472190476,25.546
43.5,-5.5,41.3603802,63.78380942,12.17689389,208.917725,4085.131614,1.375,6.58252381,25.65945
43.5,-4.5,41.34320367,76.24695296,12.70699111,193.6824152,4146.195596,1.244,6.697666667,25.8093
43.5,-3.5,46.40029373,90.2511552,14.35328483,166.6458711,3798.844331,1.547,6.81352381,25.93015
43.5,-2.5,50.58152936,93.61168445,15.88836927,178.4329632,3585.522234,1.612,6.926,25.9944
43.5,-1.5,47.89433022,73.1106647,16.54540546,175.1174349,3249.222627,1.624,7.03152381,26.0378
43.5,-0.5,41.27456161,53.66996847,17.93675856,176.2266009,2632.241099,2.873,7.117380952,26.0644
43.5,67.5,25.17824621,21.33162081,154.2980171,75.09255999,40.45902845,3.068,NA,3.030428571
43.5,68.5,25.73614368,22.09479425,164.8794868,94.08151123,44.9772183,2.305,NA,2.964916667
43.5,69.5,26.27157101,31.81852271,263.0987914,111.9132112,69.44761052,2.65,NA,2.9844
43.5,70.5,24.83318213,33.41833477,263.7693331,135.7815155,89.56358449,2.47,NA,2.95495
43.5,71.5,20.35480849,35.51953055,170.8140224,124.0009184,208.5234125,0.711,NA,2.84835
43.5,72.5,17.13173951,34.52701835,123.6799756,131.5423086,270.1404079,0.611,NA,2.60925
43.5,73.5,12.69438178,26.83912826,68.54493056,131.8724983,342.5428589,0.038,NA,2.2075
43.5,74.5,12.97681936,27.35685453,82.47983055,135.7204552,297.206266,0.156,NA,1.7006
43.5,75.5,13.23101904,25.05514789,72.65866818,142.0814015,303.418734,0.141,NA,1.0843
43.5,76.5,9.026649505,19.44376303,76.63150711,151.4119808,248.072863,0,NA,0.70425
43.5,77.5,7.111211762,16.04970139,64.42574588,157.9588915,259.4686196,0.129,NA,-0.0041
43.5,78.5,6.466160153,15.6842024,65.13836778,192.5733518,238.705242,0.149,NA,-0.3793
43.5,79.5,5.61732318,16.17045845,52.91320241,223.4843821,280.7917627,0.016,NA,-0.6006
43.5,80.5,5.200877206,16.75687857,39.56236627,210.1427783,367.4287168,0.218,NA,-0.75895
43.5,81.5,4.433264789,14.68331885,38.3775177,230.41684,335.8784096,1.441,NA,-0.8903
43.5,82.5,2.025285742,7.343988756,10.76151502,326.6673854,1856.199112,-0.803,0.061238095,-1.00825
44.5,-67.5,19.96894038,50.26049484,132.1076827,330.4936272,575.2774666,-0.417,-0.417,-1.33895
44.5,-66.5,3.085658742,12.84800656,5.23109542,260.1439301,2557.991056,-0.235,0.238952381,-1.34275
44.5,-65.5,0.769442911,5.791412291,1.96204914,293.6539654,3734.651745,-0.318,0.461380952,-1.31815
44.5,-64.5,0.555531108,6.305239073,1.79663907,308.3954617,4195.473226,-0.355,0.676714286,-1.16325
44.5,-63.5,0.775686707,7.15646052,1.7536462,338.0778355,4675.255815,-0.286,0.875285714,-1.07055
44.5,-62.5,1.14075972,7.033465648,1.72386168,351.7858993,4930.871194,-0.271,1.046714286,-0.99
44.5,-61.5,1.518258319,8.067019579,1.72075803,309.3900976,5218.119389,-0.325,1.182047619,-0.8595
44.5,-60.5,1.678259654,8.356795922,1.7059323,280.398157,5350.755664,-0.363,1.279761905,-0.6629
44.5,-59.5,1.960828993,8.732864445,1.74341582,262.8972501,5423.21405,-0.296,1.344142857,-0.4185
44.5,-58.5,2.176199989,9.246125957,1.76205112,255.7135911,5418.353166,-0.222,1.384285714,-0.15615
44.5,-57.5,2.205328194,9.465279307,1.80961136,254.326726,5321.075614,-0.25,1.417142857,0.10075
44.5,-56.5,2.354323321,10.29248319,2.00694636,252.9661107,4981.83323,-0.24,1.464380952,0.35895
44.5,-55.5,2.687284,11.76264088,2.40099255,248.2689723,4642.240137,-0.197,1.542,0.64895
44.5,-54.5,3.736878789,15.53156559,3.34646339,221.5929686,3998.13557,-0.055,1.651952381,0.9986
44.5,-53.5,4.573587406,19.53216869,18.81723533,211.5232742,2016.065333,1.072,1.785571429,1.4181
44.5,-52.5,6.943273876,40.58553059,39.97804536,216.7832289,1876.428386,0.518,1.93152381,1.90065
44.5,-51.5,7.364318418,26.17899946,5.41644419,210.1599533,3315.329823,0.297,2.082952381,2.44055
44.5,-50.5,7.085097899,21.70851512,4.06679682,204.9155401,4059.735793,-0.017,2.235333333,3.02785
44.5,-49.5,8.192315918,22.33218287,3.92128345,207.9484741,4383.392072,0.036,2.381047619,3.64675
44.5,-48.5,8.76002384,23.45325571,5.46320783,208.7381669,3869.733436,0.277,2.508571429,4.2749
44.5,-47.5,10.28133266,27.64576674,5.65071769,204.0460493,3552.81384,0.985,2.605095238,4.87475
44.5,-46.5,19.03158598,41.82712925,9.31078494,201.1666848,2800.550509,1.282,2.665857143,5.4356
44.5,-45.5,22.70191358,47.484836,13.38787056,202.3797112,1710.199361,2.371,2.716761905,6.04385
44.5,-44.5,26.69260533,46.47340906,13.50587538,202.9722902,1748.546813,2.355,2.82947619,6.91125
44.5,-43.5,27.39979117,48.05462403,10.36263519,194.3235664,2680.643344,1.812,3.106095238,8.26945
44.5,-42.5,36.25963985,54.4365766,11.46576281,191.5614542,3014.044349,1.795,3.634047619,10.1844
44.5,-41.5,42.05537166,59.6297937,12.6522721,165.1115041,2978.378622,1.937,4.434761905,12.45195
44.5,-40.5,39.25403139,63.56307137,13.20892719,175.9634618,2759.419928,2.171,5.418714286,14.6715
44.5,-39.5,33.29310006,58.33228421,12.31425936,187.9868678,2889.108372,1.552,6.393714286,16.44765
44.5,-38.5,29.61103373,50.79590426,11.02048899,193.8822757,3138.025501,2.038,7.14952381,17.5828
44.5,-37.5,27.32125836,49.43709332,10.73331751,197.9628135,2962.432136,2.044,7.575380952,18.14375
44.5,-36.5,25.3745366,47.9512757,10.54269802,201.8781708,2645.786351,2.117,7.708952381,18.37365
44.5,-35.5,26.19488744,47.78262371,10.53707498,209.3478265,2762.635147,1.779,7.674904762,18.5233
44.5,-34.5,23.72783263,48.43202655,11.84223656,220.1487486,1648.468491,2.46,7.576619048,18.7389
44.5,-33.5,21.22922578,43.80890986,15.52144994,219.6064398,975.3253138,7.57,10.3917,19.075
44.5,-32.5,16.38536923,35.42346878,10.59071969,227.233227,1248.020331,6.657,9.944181818,19.5457
44.5,-31.5,9.956074758,26.46923365,6.90203504,233.1121766,2073.065722,2.479,7.204952381,20.1668
44.5,-30.5,5.813252383,20.95157102,6.2191602,233.0456181,2357.0878,2.164,7.149047619,20.93095
44.5,-29.5,4.565068683,19.61162855,6.10090745,229.7227725,2459.452332,2.308,7.061238095,21.76765
44.5,-28.5,3.596985369,17.87569994,5.80591912,222.0442766,2397.334751,2.302,6.918857143,22.5802
44.5,-27.5,3.001525114,18.43820379,5.9554755,217.3623554,2400.299576,0.813,6.707047619,23.3176
44.5,-26.5,3.957622991,24.23565173,12.46302613,202.8600397,2071.866415,2.358,6.439571429,24.06325
44.5,-15.5,4.559202453,15.86198072,32.83786463,213.308359,1701.729755,1.52,6.473190476,26.56715
44.5,-14.5,5.260352123,14.04442918,5.40277599,232.6065714,3523.629188,1.517,6.463714286,26.59335
44.5,-13.5,7.192689218,16.27449978,6.17399758,233.5834285,3411.874271,1.541,6.426380952,26.60905
44.5,-12.5,8.1868294,18.38469385,14.06205969,228.9175402,2504.524593,1.548,6.370761905,26.53145
44.5,-11.5,11.07118043,22.05200372,8.41879439,234.1958125,3295.269158,1.576,6.307047619,26.3295
44.5,-10.5,19.29393159,29.74966283,9.3917228,230.6989936,3539.96217,1.501,6.258666667,26.0267
44.5,-9.5,30.0330171,40.0993371,9.97175621,220.5243288,3826.667181,1.357,6.249047619,25.697
44.5,-8.5,38.42663686,46.62554927,10.62301058,222.38014,4063.633374,1.371,6.28547619,25.43415
44.5,-7.5,40.91618625,51.78372765,11.05232126,219.5153289,4225.902708,1.31,6.359238095,25.30975
44.5,-6.5,42.4991029,58.47771018,11.50004816,216.8197794,4289.979565,1.27,6.455,25.3484
44.5,-5.5,41.48194329,72.65313649,12.00465692,205.6449873,4386.438066,1.311,6.56152381,25.50225
44.5,-4.5,40.90634876,92.23010727,12.70177684,192.2192758,4456.295127,1.276,6.674333333,25.6855
44.5,-3.5,44.99410854,101.8284846,14.26530433,186.0349543,4275.747019,1.306,6.790761905,25.82945
44.5,-2.5,48.28359247,101.3121439,15.4167011,179.4651236,3998.491106,1.464,6.905904762,25.91495
44.5,-1.5,51.69223397,95.61310742,15.93100535,177.3027172,3750.47605,1.524,7.013666667,25.9698
44.5,-0.5,50.79547169,78.45199413,16.80075868,172.8572635,3432.861455,1.616,7.109952381,26.0275
44.5,0.5,45.5234886,58.61015671,18.25192471,173.8804657,2530.627508,2.999,7.19952381,26.1227
44.5,11.5,74.45394687,75.07056522,59.41205209,113.6080604,901.4501865,14.189,15.038,24.4835
44.5,69.5,26.66423211,31.25855538,253.4880779,114.4788375,74.067754,2.471,NA,2.90415
44.5,70.5,23.46828759,31.79480471,243.5151918,117.2349609,100.3991772,2.368,NA,2.85235
44.5,71.5,19.92146224,32.78667361,197.8796461,138.1431276,169.6159934,1.102,NA,2.7369
44.5,72.5,17.46210843,33.86438218,117.2412027,129.9614961,280.4074692,0.315,NA,2.486
44.5,73.5,13.00038094,26.82049527,69.78684252,145.2971535,339.5439546,-0.099,NA,2.0996
44.5,74.5,14.84574061,28.48173722,84.65561883,106.5254243,310.7748315,0.179,NA,1.5846
44.5,75.5,13.66914625,26.04802137,84.38242466,152.3068002,286.364955,0.191,NA,1.01295
44.5,76.5,8.791943994,19.66504991,77.13518152,126.9073584,248.6110754,0.42,NA,0.45795
44.5,77.5,8.229637186,19.09558186,63.75255347,139.9778165,289.1414488,-0.221,NA,-0.04
44.5,78.5,7.144187623,17.26876266,65.98646095,147.9166455,250.4484901,0.433,NA,-0.4219
44.5,79.5,6.107195755,19.26328052,87.53291041,241.1810159,197.8421247,0.245,NA,-0.6275
44.5,80.5,5.436385913,19.61830425,53.94857407,262.2411605,306.3989152,0.224,NA,-0.69905
44.5,81.5,4.452570479,16.6080846,66.9315319,205.5086942,213.4458208,1.205,NA,-0.80925
44.5,82.5,2.198179813,7.952000838,13.67916434,444.4224346,1632.776675,-0.674,0.063428571,-0.95225
45.5,-66.5,4.533801957,17.12194381,6.99725975,248.0194066,2319.801751,-0.18,0.143142857,-1.27115
45.5,-65.5,1.175990889,6.982768294,2.49685365,298.1059292,3364.016047,-0.293,0.400142857,-1.38405
45.5,-64.5,0.543472872,5.626344929,1.84398958,312.3168802,3884.307038,-0.353,0.64047619,-1.2035
45.5,-63.5,0.660054807,6.963113401,1.78039598,336.1863933,4508.402401,-0.288,0.870380952,-1.11055
45.5,-62.5,1.000108537,7.012875615,1.76101387,353.8822741,4810.714123,-0.265,1.062285714,-0.99075
45.5,-61.5,1.495536282,8.041590492,1.70916719,259.4416784,5234.356548,-0.334,1.211095238,-0.83265
45.5,-60.5,1.661424403,8.343571289,1.69546192,256.5972703,5373.923474,-0.31,1.315571429,-0.6188
45.5,-59.5,2.009951602,8.916099722,1.76159425,252.6628832,5409.290298,-0.297,1.381571429,-0.35695
45.5,-58.5,2.368198082,9.73325823,1.82090713,265.1809508,5436.63382,-0.222,1.419238095,-0.08015
45.5,-57.5,2.305222576,9.5974664,1.82411833,256.8806598,5337.632214,-0.239,1.445428571,0.18015
45.5,-56.5,2.390573663,10.18538758,1.96504668,250.2336801,5062.804574,-0.239,1.483428571,0.4288
45.5,-55.5,2.605850618,11.57758747,2.32814003,236.7510985,4678.618433,-0.202,1.55252381,0.7048
45.5,-54.5,3.383145726,14.58114969,3.20293831,224.7947692,4007.261994,-0.086,1.659809524,1.04915
45.5,-53.5,4.204569913,18.24149341,12.97463848,219.0796001,2573.95068,0.935,1.797428571,1.48
45.5,-52.5,6.746402602,33.46828123,7.85959557,216.6151587,3129.089662,0.351,1.950666667,1.9815
45.5,-51.5,7.732701555,29.3475889,4.96845806,209.3443611,3677.559218,0.26,2.105857143,2.52835
45.5,-50.5,6.919234862,22.1374535,3.99627422,208.7416592,4187.027895,-0.002,2.254428571,3.0974
45.5,-49.5,7.698117023,21.58073312,3.88313343,210.6606757,4322.045571,0.121,2.390047619,3.67335
45.5,-48.5,8.261701028,22.71892621,4.25902105,208.0231834,4091.176971,0.235,2.504952381,4.2461
45.5,-47.5,10.04996369,26.54281519,5.57351228,206.1895259,3526.065887,0.524,2.588809524,4.787
45.5,-46.5,17.45799339,39.89423619,10.70668384,199.0603033,2232.187416,1.388,2.636428571,5.2892
45.5,-45.5,22.86550918,44.14775312,13.23338094,201.8433275,1630.841493,2.365,2.673380952,5.84455
45.5,-44.5,25.29674703,45.04971663,12.85259721,197.3255615,1779.393535,2.206,2.774190476,6.67395
45.5,-43.5,27.50721267,47.89484294,10.60686113,190.9293919,2606.058387,1.771,3.044666667,8.01645
45.5,-42.5,36.70575992,53.44806686,11.16044989,185.42128,3124.821208,1.319,3.574380952,9.94435
45.5,-41.5,40.91777422,57.02775998,12.49926395,163.7920958,2956.480296,2.152,4.383238095,12.24295
45.5,-40.5,38.16598958,60.25741682,12.98348819,170.946358,2822.76459,1.864,5.378095238,14.49465
45.5,-39.5,31.39111221,58.1452928,12.4295276,180.5925937,2718.269625,1.967,6.361571429,16.29445
45.5,-38.5,26.58541933,48.91822248,10.3588019,197.1239744,3250.519913,1.509,7.120047619,17.44325
45.5,-37.5,26.05484276,47.80387372,9.76061737,202.2440155,3503.62158,1.275,7.543142857,18.0134
45.5,-36.5,26.13775796,47.02972977,9.91225031,204.0540374,3130.460385,1.964,7.672380952,18.25175
45.5,-35.5,26.25558353,48.81036004,9.84064801,207.1299147,3073.868327,1.532,7.642190476,18.41125
45.5,-34.5,23.85939362,45.14601562,10.53271119,218.4109109,1803.016971,4.888,8.930133333,18.6381
45.5,-33.5,20.80304273,38.56776564,10.78015475,223.8963569,1391.758028,4.74,8.7868,18.98025
45.5,-32.5,16.21314371,31.55599273,8.40233169,227.8751175,1726.032624,4.256,8.3790625,19.4491
45.5,-31.5,10.7228142,24.6840425,7.01283727,230.1771113,2027.355764,2.449,7.18152381,20.05825
45.5,-30.5,6.620897204,20.64080518,6.43463668,233.4742263,2027.441989,2.463,7.130142857,20.7977
45.5,-29.5,4.391886658,19.19449704,5.98350513,231.329171,2539.432705,2.191,7.054333333,21.6211
45.5,-28.5,3.613600211,17.63977381,5.76269152,223.783596,2518.740941,2.168,6.934142857,22.4575
45.5,-27.5,2.77223575,16.79854718,6.04868012,223.4277876,1776.841306,2.824,6.757666667,23.27875
45.5,-26.5,4.025698033,25.45060057,29.42232298,195.1641407,1154.194497,3.173,6.541761905,24.1667
45.5,-15.5,5.457012859,21.66680106,47.58964183,153.1525606,1380.093394,6.244,7.912636364,26.5048
45.5,-14.5,5.075391025,14.02405537,5.38973826,232.1090586,3199.974751,1.473,6.487952381,26.61275
45.5,-13.5,6.647357898,15.65746427,6.60414068,232.7651896,3242.829732,1.529,6.435095238,26.63905
45.5,-12.5,7.162449145,17.13665814,12.93915574,230.0025392,2570.213186,1.584,6.366714286,26.51875
45.5,-11.5,9.740667357,20.49920015,8.07466127,232.01585,3444.160669,1.58,6.29152381,26.2493
45.5,-10.5,20.11073044,30.83169296,9.19644433,229.2077215,3687.383208,1.411,6.239904762,25.874
45.5,-9.5,30.17242718,41.52328529,9.87453107,216.929074,3993.78904,1.379,6.231428571,25.48395
45.5,-8.5,36.06596998,46.36256935,10.71913838,217.6951972,4103.442161,1.335,6.270714286,25.1906
45.5,-7.5,40.46798247,54.05392106,11.49271929,219.9736107,4195.504153,1.294,6.345666667,25.07275
45.5,-6.5,41.44191292,62.11415552,11.6721456,218.4514811,4424.182231,1.285,6.438952381,25.15015
45.5,-5.5,40.02072364,79.05054501,11.84267805,218.261044,4527.043403,1.291,6.541095238,25.35325
45.5,-4.5,37.06755912,90.12583114,12.22036825,192.7982444,4629.843984,1.291,6.650809524,25.57645
45.5,-3.5,39.00024997,88.46604128,12.96639687,189.0475224,4603.621294,1.293,6.767904762,25.7447
45.5,-2.5,41.80238751,81.6855931,13.45762774,183.9039073,4403.093198,1.342,6.886809524,25.84215
45.5,-1.5,46.27188554,79.29282117,13.70593766,177.6604771,4285.630303,1.409,7.000095238,25.90095
45.5,-0.5,51.33451982,84.27226451,14.67337396,171.3355549,4004.862046,1.45,7.104571429,25.96555
45.5,0.5,48.51778844,69.97044191,16.25562098,171.6891966,3509.973594,1.705,7.20547619,26.05995
45.5,1.5,50.56777108,72.48312402,40.15430672,179.31653,2126.52528,4.429,7.313761905,26.199
45.5,11.5,72.26210263,70.02477544,33.93660902,121.1720676,1474.375768,9.512,12.93314286,24.69485
45.5,12.5,80.07761796,83.80769447,81.959818,115.0100783,977.0459153,10.922,13.14058333,24.65945
45.5,69.5,27.10257177,31.01517568,256.5311873,118.5210539,74.3706749,2.104,NA,2.8265
45.5,70.5,23.24564913,31.50641421,239.0646994,123.0867904,106.4888405,2.349,NA,2.741
